score,title,author,date,comment
5,Organic Seaweed Snacks Review,"Jen M.,",21-Jan-20,They all tasted so good. Packaging was eye catching and Easy to open. Loved the variety and quality of the product. I would definitely recommend this to others. [This review was collected as part of a promotion.]
4,Organic Seaweed Snacks Review,"Jill R.,",18-Dec-19,The taste of the seaweed snack sheets was good. I wasn't sure what to expect. I tried the sea salt flavor. I like that it is a healthy alternative snack. [This review was collected as part of a promotion.]
5,Organic Seaweed Snacks Review,"Debbie V.,",17-Jan-20,It is a delicous treat. You shouls try it. It has a lot of delious flavors .I really liked the Korean BBQ and also Chii Lime. My kids liked Maui Onion. [This review was collected as part of a promotion.]
3,Organic Seaweed Snacks Review,"Kasidy R.,",13-Jan-20,I tried it just like it came and it was good but not something I could eat all the time. Others might love it so much that they eat it everyday or even put it in their cooking. Just have to try it. [This review was collected as part of a promotion.]
4,Organic Seaweed Snacks Review,"Austina L.,",21-Feb-20,Acquiring taste for my taste buds. My kids did love it I would try to incorporate it into my daily cooking. To get the benefits it gives to your body. [This review was collected as part of a promotion.]
5,Organic Seaweed Snacks Review,"Linda B.,",24-Dec-19,I got this initially for my daughter but she shared it with the rest of the family resulting in a trip to the store to get several more and to try the other flavors! We're hooked! [This review was collected as part of a promotion.]
3,Organic Seaweed Snacks Review,"Staci B.,",17-Jan-20,"I tried the bbq flavor it was ok. I didn't care for the texture however, I liked the crispness and crunch of the product but I don't think i would replace for a fresh vegetable not a huge fan sorry [This review was collected as part of a promotion.]"
4,Organic Seaweed Snacks Review,"Katherine W.,",22-Dec-19,"This flavor was very unique! I have had seaweed snacks my whole time growing up, but this was my first time trying this flavor and I loved it! [This review was collected as part of a promotion.]"
4,Organic Seaweed Snacks Review,"Traci T.,",06-Feb-20,"A wonderful, tasty and healthy alternative to snacks/finger foods that usually accompany me. Very tasty and satisfying too! I wish they were easier to find in the grocery store. [This review was collected as part of a promotion.]"
5,Organic Seaweed Snacks Review,"Jacob C.,",17-Jan-20,Great. Tasty. I'd buy it again.Great. Tasty. I'd buy it again.Great. Tasty. I'd buy it again.Great. Tasty. I'd buy it again.Great. Tasty. I'd buy it again. [This review was collected as part of a promotion.]
5,Organic Seaweed Snacks Review,"Amanda S.,",17-Jan-20,did not try the seaweed snacks but i did buy a few boxes of noodles and some broth to make ramen with. it turned out great. added chicken and some soy to the broth and boiled the noodles in it. [This review was collected as part of a promotion.]
5,Organic Seaweed Snacks Review,"Gizem Z.,",01-Jan-20,I love this product. I carry it in my bag in case if I need quick snack. Especially after I do workout. They have low calories and great taste. [This review was collected as part of a promotion.]
5,Organic Seaweed Snacks Review,"mimi F.,",23-Dec-19,I I never had this brand before and I definitely love it I love the perfect crunchiness and perfect saltinesss. They were just delicious! It makes me want to try another products [This review was collected as part of a promotion.]
5,Organic Seaweed Snacks Review,"alexandra K.,",29-Jan-20,Great seaweed snack we ate them with crackers and cheese and it was great. My family is a bit picky when. It comes to food but they liked it. Fresh great taste seven different flavors ðŸ'Œ [This review was collected as part of a promotion.]
4,Organic Seaweed Snacks Review,"Mayra L.,",10-Jan-20,Liked the many different flavors. Some taste strong than others and have a stronger scent. Easy to eat on the go. Chili lime was pretty good! New flavors made these fun to try. [This review was collected as part of a promotion.]
4,Organic Seaweed Snacks Review,"Idan S.,",09-Jan-20,"Great flavor for people who love seaweed, and its sustainability factor is a plus. However, you can get the same quality seaweed elsewhere for cheaper. [This review was collected as part of a promotion.]"
2,Organic Seaweed Snacks Review,"Katharine W.,",03-Mar-20,I tried the pho soup kit. It was incredibly salty and kind of bland. I make better pho broth than this and would not buy it as a quick meal. I would rather make my own from scratch or go out. [This review was collected as part of a promotion.]
1,Organic Seaweed Snacks Review,"Patricia C.,",30-Jan-20,"They were nasty. After the first crunch they turned slimy and tasted like fish. I was not a fan of those and neither was my son, and he likes sushi. [This review was collected as part of a promotion.]"
5,Organic Seaweed Snacks Review,"BernadetteBoo F.,",08-Feb-20,"I really liked these snacks. Very tasty, and definitely something I can snack on and not ruin my diet. Try it, you'll like it This will wash away those mid afternoon cravings [This review was collected as part of a promotion.]"
5,Organic Seaweed Snacks Review,"Mikaela K.,",02-Mar-20,I love the taste of seaweed and this one was just as good as others I have tried. I actually went back later and bought a wasabi flavor one. [This review was collected as part of a promotion.]
5,Organic Seaweed Snacks Review,"Sarah R.,",02-Dec-19,"I thought the Maui onion flavor was really good! My daughter who's 8, also enjoyed it. Just wish the package was larger, but the price was decent. Also, I had to go to stop & shop 3x to purchase, since they didn't have any the other 2 times. I can't find many of the products, and I bought the last 2 packs of the seaweed snack off the shelf. [This review was collected as part of a promotion.]"
4,Organic Seaweed Snacks Review,"Susan H.,",02-Dec-19,This is a great healthy snack if you feel like snacking. It won't fill you up but you won't feel as guilty as after eating a bag of chips. They are thin sheets and crunchy when you bite. The seasoning was nice and I can taste the spice of Wasabi. It gives you a nice change from other snacks. The smell probably takes time to get used if you never had seaweed like that. [This review was collected as part of a promotion.]
2,Organic Seaweed Snacks Review,"Vanessa M.,",14-Nov-19,So ill personally never buy this product again the after taste was horrible it went down easy. But not something I'd recommend to anyone the only reason i gave it 2 stars was because it looks nice. Just doesn't taste good at all. [This review was collected as part of a promotion.]
4,Organic Seaweed Snacks Review,"Kathy W.,",03-Dec-19,"I didn't see the Seaweed snacks but I did find the No Soy Sauce. It is delicious and is a great substitute for original soy sauce which I use a lot for salad dressings, Asian main dish recipes and Kale or Spinach. [This review was collected as part of a promotion.]"
5,Organic Seaweed Snacks Review,"Tian J.,",03-Dec-19,"Taste really good. Crispy and not too salty.Seaweed might not be the first thing that comes to mind when we think of healthy snacks, but it's actually a delicious, low-cal way to add a boost of nutrients to your day. It's packed with important vitamins and minerals such as iodine, calcium, iron, magnesium, zinc, and vitamins A and C. When you buy it in stores, you'll most often find dried seaweed (usually the nori variety, which is the kind used to wrap sushi) sold in sheets, flakes, or handy snack packs. Fresh seaweed, on the other hand, is commonly sold as an ingredient in prepared foods like sushi or seaweed salad. [This review was collected as part of a promotion.]"
